URLs,domain,protocol,ip_addr,get_period,average_word_len,path_length,check_double_slash,containsAt,sub_dir,containsHyphen,countQueries,Label
https://emyturk.com/sd/IK/of1/1hf46clmpgtrqadoxsu0ey2j9wi75nvk3zb8x1ckwsh6rm7uf90e5i2tbz8jvlq3py4ondagdrjo1f4xvcuw38ia7tsehznl9m6bk5pyg02q?data=bnNjQHNwYXJrLmNvLm56#,emyturk.com,0,0,0,1,1,0,0,6,0,0,1
https://halifax-devicedetected.com/Login.php,halifax-devicedetected.com,0,0,0,0,0,0,0,3,1,0,1
https://rakuten.co.jp1.wlkheiklsdasdasd123.buzz/,rakuten.co.jp1.wlkheiklsdasdasd123.buzz,0,0,0,0,0,0,0,3,0,0,1
https://halifax-onlineuk.com/,halifax-onlineuk.com,0,0,0,0,0,0,0,3,1,0,1
http://cnatamil.com/aboutgo/Confirm/myaccount/index.php?,cnatamil.com,0,0,0,0,1,1,0,6,0,0,1
http://grottedisaledesenzano.com/verr.php,grottedisaledesenzano.com,0,0,0,0,0,1,0,3,0,0,1
http://hutoknepper.de/AutoScout24%20-phone.php,hutoknepper.de,0,0,0,0,0,1,0,3,1,0,1
http://antommaths.com/wp-content/plugins/duplicator/views/settings/dioptrometer/,antommaths.com,0,0,0,0,1,1,0,9,1,0,1
http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@megababe.co.uk,stolizaparketa.ru,0,0,1,0,1,1,1,9,1,0,1
http://gpneledlight.com/wp-content/plugins/css-ready/purchase/excelz/bizmail.php?email=Y2hpbmFAY25lbGVjdHJvbWFnbmV0LmNvbQ==&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,gpneledlight.com,0,0,0,1,1,1,0,8,3,6,1
http://mapadamente.com.br,mapadamente.com.br,0,0,0,0,0,1,0,2,0,0,1
http://lloyds-confirmdevice.com/Login.php,lloyds-confirmdevice.com,0,0,0,0,0,1,0,3,1,0,1
https://helpdesk-halifax.com/Login.php,helpdesk-halifax.com,0,0,0,0,0,0,0,3,1,0,1
"https://secure.runescape.com-as.ru/m=weblogin/loginform240,125,607,18188682,7833",secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
https://ct11.my.sofftbank.top/mobile/,ct11.my.sofftbank.top,0,0,0,0,0,0,0,4,0,0,1
http://qpuwnzrvtumivgiqbooxognxwz-dot-triple-upgrade-293822.rj.r.appspot.com/x,qpuwnzrvtumivgiqbooxognxwz-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,1,0,3,4,0,1
https://halifax-logindetected.com/,halifax-logindetected.com,0,0,0,0,0,0,0,3,1,0,1
http://keep.simply-winspace.it/test/test/,keep.simply-winspace.it,0,0,0,0,0,1,0,5,1,0,1
http://taijishentie.com/js/index.htm?amp&amp;amp&amp;http:/us.battle.net/login/en?ref=http://bowaovvus.battle.net/d3/en/index,taijishentie.com,0,0,1,0,0,1,0,12,0,2,1
http://aflbd.net/Admin/office365/,aflbd.net,0,0,0,0,0,1,0,5,0,0,1
http://www.worksitehealthsolutions.org/motrin-sol/documents/677f70641dda6f6365e7a7b03498db89,worksitehealthsolutions.org,0,0,0,0,1,1,0,5,1,0,1
http://satkom.id/img/clpds,satkom.id,0,0,0,0,0,1,0,4,0,0,1
https://sura.careervidi.com/v7u?uv=Z4NwlGprcmKcla91wpuXaHd1YKCWjJyepKZdany0j2lj/rhz2101@aol.com,sura.careervidi.com,0,0,0,1,0,0,1,4,0,0,1
http://kandyleisure.lk/scss/login.orange.fr/orange_authen/customer-IDPP00C444/login.php,kandyleisure.lk,0,0,0,0,1,1,0,7,1,0,1
https://sites.google.com/view/aymorefinancredi/in%C3%ADcio,sites.google.com,0,0,0,0,1,0,0,5,0,0,1
https://bankloginonline.com/chase-comverifycard,bankloginonline.com,0,0,0,0,0,0,0,3,1,0,1
http://sges.jigsy.com/,sges.jigsy.com,0,0,0,0,0,1,0,3,0,0,1
https://halifax.reset-device.com/Login.php,halifax.reset-device.com,0,0,0,0,0,0,0,3,1,0,1
http://doapositioning.com/wp-includes/access/chaseviewfunds/login.php?cmd=login_submit&id=15164008973a3fdbd601ab877492c36e15164008973a3fdbd601ab877492c36e&session=15164008973a3fdbd601ab877492c36e15164008973a3fdbd601ab877492c36e,doapositioning.com,0,0,0,1,1,1,0,6,1,2,1
https://secure273.inmotionhosting.com/~c17e4e5/internet/telecome/card.php,secure273.inmotionhosting.com,0,0,0,0,1,0,0,6,0,0,1
http://info.lionnets.com/registration.php?id=5d0257108b3a102eff04d81e&amp;v=0,info.lionnets.com,0,0,0,1,0,1,0,3,0,1,1
http://qubectravel.com/bpm44/login.html,qubectravel.com,0,0,0,0,0,1,0,4,0,0,1
http://mfe3.hyperphp.com/az,mfe3.hyperphp.com,0,0,0,0,0,1,0,3,0,0,1
http://ariesgrupoconstructor.com/absa.scp/sc.php,ariesgrupoconstructor.com,0,0,0,0,0,1,0,4,0,0,1
http://giftraaga.com/myaccount/index.htm?country.x=us-united-states,giftraaga.com,0,0,0,0,0,1,0,4,2,0,1
https://halifaxmanagepayee.com/Login.php,halifaxmanagepayee.com,0,0,0,0,0,0,0,3,0,0,1
http://smcc-cacc.iydxk.com/,smcc-cacc.iydxk.com,0,0,0,0,0,1,0,3,1,0,1
http://old.partiesunlimited.net/dhltrack/DHLAEJ3dI/DHLAEJ3dI/DHL3dI,old.partiesunlimited.net,0,0,0,0,1,1,0,6,0,0,1
http://www.device-check-halifax.com/,device-check-halifax.com,0,0,0,0,0,1,0,3,2,0,1
https://docs.google.com/forms/d/1at1SzJcIZCVZpxiGP7kdqCQNldrhvbQrAEpHKdThdZQ/viewform?edit_requested=true,docs.google.com,0,0,0,0,1,0,0,6,0,0,1
http://corptoduct4.shockbyte.games/images/gmail/?id=1072379&amp;id=1072379,corptoduct4.shockbyte.games,0,0,0,0,0,1,0,5,0,1,1
https://arushaone.co.tz/wp-includes/Wellsfargo/wellsfargo/wells-fargo-security-update/login.php?cmd=login_submit%5Cu0026id=7e579fdbc1f2f9b446e59d79bfa945bd7e579fdbc1f2f9b446e59d79bfa945bd%5Cu0026session=7e579fdbc1f2f9b446e59d79bfa945bd7e579fdbc1f2f9b446e59d79bfa945bd,arushaone.co.tz,0,0,0,1,1,0,0,7,4,0,1
http://faeboooks.com/,faeboooks.com,0,0,0,0,0,1,0,3,0,0,1
https://ogdcl.devlums.com/csobcz/59afee761aad02b74cb0ebc208bcfaed/,ogdcl.devlums.com,0,0,0,0,1,0,0,5,0,0,1
"https://secure.runescape.com-as.ru/m=weblogin/loginform629,313,538,25888838,2167",secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=,78.143.96.35,0,0,0,0,0,1,0,5,0,0,1
http://electricitypak.com/fakt/css/data/16/index.php,electricitypak.com,0,0,0,0,0,1,0,7,0,0,1
http://www.christinacreates.com/mangatastudio.com/cgi-bin/process/emailpage/download/animatedcaptcha.php/umg/smm/?fill=x1rvzps0da777,christinacreates.com,0,0,0,0,1,1,0,11,1,0,1
https://paypal.com.nkt5c7h.top/,paypal.com.nkt5c7h.top,0,0,0,0,0,0,0,3,0,0,1
http://brindisi.cf/essiz,brindisi.cf,0,0,0,0,0,1,0,3,0,0,1
http://gov.hmrc-returncalculate.com/,gov.hmrc-returncalculate.com,0,0,0,0,0,1,0,3,1,0,1
https://31jan.page.link/naxz?code=fUxU4sR,31jan.page.link,0,0,0,0,0,0,0,3,0,0,1
http://mesfactureserviceslines.com/customer_center/customer-IDPP00C646/login.php,mesfactureserviceslines.com,0,0,0,0,1,1,0,5,1,0,1
http://taxesin-usa.com,taxesin-usa.com,0,0,0,0,0,1,0,2,1,0,1
https://hbhdbhbhdbhdbhd.weebly.com/,hbhdbhbhdbhdbhd.weebly.com,0,0,0,0,0,0,0,3,0,0,1
https://newdevice-onlineinfo.com/Login.php,newdevice-onlineinfo.com,0,0,0,0,0,0,0,3,1,0,1
http://eeukbilling.com/,eeukbilling.com,0,0,0,0,0,1,0,3,0,0,1
https://resbet.blogspot.com/,resbet.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
https://block-payee-halifax.com/Login.php,block-payee-halifax.com,0,0,0,0,0,0,0,3,2,0,1
http://www.darktoxicity.com/wp-includes/css/blackC/account.htm,darktoxicity.com,0,0,0,0,1,1,0,6,1,0,1
http://toongroup.com/offfice/office,toongroup.com,0,0,0,0,0,1,0,4,0,0,1
https://www.payee-securitylloyds.com/Login.php,payee-securitylloyds.com,0,0,0,0,0,0,0,3,1,0,1
http://3mvirugambakkam.com/manout/update/indexphp,3mvirugambakkam.com,0,0,0,0,0,1,0,5,0,0,1
http://isabellacano.com/files/Aliyun.htm,isabellacano.com,0,0,0,0,0,1,0,4,0,0,1
https://hostiotics.com/Update/Service/myaccount/signin/?country.x=US,hostiotics.com,0,0,0,0,1,0,0,7,0,0,1
http://bomqueagoraesoaproveita.com/MeusProdutos/Prefetch.php?skullid=57974687&fbclid=IwAR3L2Rzrb1Jspz1kXmegHCiEbcnGYavYbRcYuJdsL8YHtszfOfPMLRcooME,bomqueagoraesoaproveita.com,0,0,0,1,0,1,0,4,0,1,1
https://halifaxscamalerts.com/login,halifaxscamalerts.com,0,0,0,0,0,0,0,3,0,0,1
https://maheshvalue.net/vendor/phpunit/phpunit/src/Util/PHP/BOA-home/Bank-of-America/login-php/1a7fcfcaccf41c0f2f14e9bd7f207ef8/login.php?cmd=login_submit&amp;id=af9d9c0be7c7646fc463c497983dac40af9d9c0be7c7646fc463c497983dac40&amp;session=af9d9c0be7c7646fc463c497983dac40af9d9c0be7c7646fc463c497983dac40,maheshvalue.net,0,0,0,1,1,0,0,13,4,2,1
http://50.28.1.43/~hilltopdezigns/access/hotmail,50.28.1.43,0,0,0,0,1,1,0,5,0,0,1
https://eliotecae-my.sharepoint.com/:x:/r/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p%20BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit,eliotecae-my.sharepoint.com,0,0,0,1,1,0,0,10,5,3,1
http://bytesizepolitics.com/wg/5e55e36ebe22ea075696b9e97d6a7c74/ver/index.html,bytesizepolitics.com,0,0,0,0,1,1,0,6,0,0,1
http://tsuzuki.co.id/model/jeff/chinavali,tsuzuki.co.id,0,0,0,0,0,1,0,5,0,0,1
http://talingchan.ac.th/web1/images/stories/aa/,talingchan.ac.th,0,0,0,0,0,1,0,7,0,0,1
https://www.halifax-security-payee.com/Login.php,halifax-security-payee.com,0,0,0,0,0,0,0,3,2,0,1
https://phphwww.runescape.com-de.ru/,phphwww.runescape.com-de.ru,0,0,0,0,0,0,0,3,1,0,1
https://fhhw1u.webwave.dev/,fhhw1u.webwave.dev,0,0,0,0,0,0,0,3,0,0,1
http://natwest.internetbanking-specs.com/safeguard,natwest.internetbanking-specs.com,0,0,0,0,0,1,0,3,1,0,1
http://viccats.camcam.dns-cloud.net/Verify/YahooVerification/920b95c2e994470737fa3e5d7805c0c0/index2.php,viccats.camcam.dns-cloud.net,0,0,0,0,1,1,0,6,1,0,1
https://ftp.mixi.guru/,ftp.mixi.guru,0,0,0,0,0,0,0,3,0,0,1
https://www.amazon-check-co-jp.g1w.top/,amazon-check-co-jp.g1w.top,0,0,0,0,0,0,0,3,3,0,1
https://erikdjones.com/funwo/dirkt.raif/43c32cc865df94c9870164c8a917696a,erikdjones.com,0,0,0,0,1,0,0,5,0,0,1
http://nagoya-central.com/editdirect/images/login.html,nagoya-central.com,0,0,0,0,0,1,0,5,1,0,1
https://arushaone.co.tz/wp-includes/Wellsfargo/wellsfargo/wells-fargo-security-update/surf4.php?cmd=login_submitu0026id=ea0ec9c5eab14aff879d3253d5a86bf4ea0ec9c5eab14aff879d3253d5a86bf4u0026session=ea0ec9c5eab14aff879d3253d5a86bf4ea0ec9c5eab14aff879d3253d5a86bf4,arushaone.co.tz,0,0,0,1,1,0,0,7,4,0,1
http://bvbahealthypharmacy.com/,bvbahealthypharmacy.com,0,0,0,0,0,1,0,3,0,0,1
http://levinhogiveawayy.com/,levinhogiveawayy.com,0,0,0,0,0,1,0,3,0,0,1
http://fbcaps2015.0fees.us/cc.html,fbcaps2015.0fees.us,0,0,0,0,0,1,0,3,0,0,1
https://westexstones.com/login,westexstones.com,0,0,0,0,0,0,0,3,0,0,1
https://telecomenterpriseinc-my.sharepoint.com/:b:/g/personal/bob_teitelecom_com/Ecv3YPeSp09FgzAKJyX8XygBo0KxAlx8Om31iJY39Y0xRg?e=c92JXb,telecomenterpriseinc-my.sharepoint.com,0,0,0,1,1,0,0,7,1,0,1
https://tmphysio.de/,tmphysio.de,0,0,0,0,0,0,0,3,0,0,1
http://maisplanosdesaude.com/index.html,maisplanosdesaude.com,0,0,0,0,0,1,0,3,0,0,1
"https://services.runescape.com-as.ru/m=weblogin/loginform415,679,864,84353288,1948",services.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
https://newsimdigital.com/doc/cmd-login=0e565c650735b8545b46a36fbd44699b/?reff=Y2Y0MGI5OWMyNGI1MDYyNDJkN2JlYmY3MGI5YWFhN2E=,newsimdigital.com,0,0,0,1,1,0,0,5,1,0,1
https://www.updatemybilling-ee.com/Login.php?ssl=true&session=H2QNHPEOOLrq6VOLS1YDarjINqchNAIgckur2s4CdAtcOt9uhtctDqWxeDAzTZ3L4AwjLF4LM9ekMg4mk1cyMtRYn6XCEVMNVG5tj4HtJgrzvJac25Y4KriteoU4ObywjI,updatemybilling-ee.com,0,0,0,1,0,0,0,3,1,1,1
https://playfirstoftheday.com/wp-includes/js/tinymce/amazonbiza%20(1)/3cd0c932b78e678425b10430e98cb18d,playfirstoftheday.com,0,0,0,0,1,0,0,7,1,0,1
http://kazu-homepage.main.jp/w-heritage/index.html,kazu-homepage.main.jp,0,0,0,0,0,1,0,4,2,0,1
https://ee-billing-guide.com/,ee-billing-guide.com,0,0,0,0,0,0,0,3,2,0,1
http://atagucsea.com/wp-content/themes/twentyfifteen/cloud9/gucemail,atagucsea.com,0,0,0,0,1,1,0,7,1,0,1
http://www.cartoriovendanova.net.br/bk/FNAC/PT/ctt/esco.php,cartoriovendanova.net.br,0,0,0,0,0,1,0,7,0,0,1
http://designferreira.com.br/olilo.com.br/payp/v/resolutioncentre.php,designferreira.com.br,0,0,1,0,1,1,0,6,0,0,1
https://halifax.secure-my-device.uk/Login.php,halifax.secure-my-device.uk,0,0,0,0,0,0,0,3,2,0,1
http://join-groub-whatsapp34.25u.com/,join-groub-whatsapp34.25u.com,0,0,0,0,0,1,0,3,2,0,1
http://165.22.103.235/importantnoticeclient=0952/directing/desjardins/identifiantunique/index2.php,165.22.103.235,0,0,0,0,1,1,0,7,0,0,1
https://www.halifax-deviceverify.com/Login.php,halifax-deviceverify.com,0,0,0,0,0,0,0,3,1,0,1
https://hangsengecard.com/,hangsengecard.com,0,0,0,0,0,0,0,3,0,0,1
http://itauucarddhojee.sytes.net/acess/hjee/,itauucarddhojee.sytes.net,0,0,0,0,0,1,0,5,0,0,1
https://payeesecurity-app.com/Login.php,payeesecurity-app.com,0,0,0,0,0,0,0,3,1,0,1
http://bankline.xn--ita-70a.com/...,bankline.xn--ita-70a.com,0,0,1,0,0,1,0,3,3,0,1
http://gassinotorinese.cngei.it/stats/7caf5e22ea3eb8175ab518429c8589a4,gassinotorinese.cngei.it,0,0,0,0,1,1,0,4,0,0,1
https://mutatio.cl/wp-admin/js/widgets/widgets./Dhl,mutatio.cl,0,0,0,0,1,0,0,7,1,0,1
https://microsoft1.serving-secure.com/a17a85639e763aa18bda36ab85e8db77fb16d8b2/mon,microsoft1.serving-secure.com,0,0,0,1,1,0,0,4,1,0,1
http://nihmt.com/examination/admitpanel/filemanager/5365678587,nihmt.com,0,0,0,0,1,1,0,6,0,0,1
http://www.accounts-login-idm-telekomidm.cloud,accounts-login-idm-telekomidm.cloud,0,0,0,0,0,1,0,2,3,0,1
http://robbmc.typeform.com/to/RvItpjPJ/,robbmc.typeform.com,0,0,0,0,0,1,0,5,0,0,1
https://dkb377774.blogspot.com/,dkb377774.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
http://betebetgirisimiz.blogspot.com,betebetgirisimiz.blogspot.com,0,0,0,0,0,1,0,2,0,0,1
http://www.gratiscovid19.mrbonus.com/,gratiscovid19.mrbonus.com,0,0,0,0,0,1,0,3,0,0,1
http://content-fbook-41087503.roggiehouse.it/nextVRF.html?location=082ed9d1d5ffcf072253724d6ccd5b4c,content-fbook-41087503.roggiehouse.it,0,0,0,1,0,1,0,3,2,0,1
https://toddmkirsch.com/Drivee/2020%20Web%20VERIFY/index.php?Email=bcolon@prepaidlegal.com,toddmkirsch.com,0,0,0,0,1,0,1,5,0,0,1
https://madetec20.com/mobile/login.php?enc=985564164,madetec20.com,0,0,0,0,0,0,0,4,0,0,1
https://pubgeventgetnow.com/,pubgeventgetnow.com,0,0,0,0,0,0,0,3,0,0,1
http://keypointtraining-my.sharepoint.com/personal/janeann_keypoint-training_com/_layouts/15/doc.aspx?sourcedoc={9af291d0-87c8-456b-8c74-dddd4a2e5852}&amp;action=default&amp;slrid=ee23589f-0089-b000-5d74-8aa7a03b8de3&amp;originalpath=ahr0chm6ly9rzxlwb2ludhryywluaw5nlw15lnnoyxjlcg9pbnquy29tlzpvoi9nl3blcnnvbmfsl2phbmvhbm5fa2v5cg9pbnqtdhjhaw5pbmdfy29tl0v0q1i4chjjadj0rmpivgqzvw91v0zjqnh1czlqvg4xqnjnevrdagvmtzr2chc_cnrpbwu9wkvhqxvtoecyrwc&amp;cid=dc28dcfb-7b22-4261-9a32-2d2b3ac51b0a,keypointtraining-my.sharepoint.com,0,0,0,1,1,1,0,7,14,4,1
http://smsvocal.byethost13.com/?i=1,smsvocal.byethost13.com,0,0,0,0,0,1,0,3,0,0,1
https://survey.alchemer.com/s3/5989305/United-States-Postal-Service,survey.alchemer.com,0,0,0,0,1,0,0,5,3,0,1
http://cajamar-es-caja-rural.bp-pt.com/cajamar1,cajamar-es-caja-rural.bp-pt.com,0,0,0,0,0,1,0,3,4,0,1
http://wildcard.consultemerald.org/nextVRF.html?location=2380059fc0af59bb5450a333edee254a,wildcard.consultemerald.org,0,0,0,1,0,1,0,3,0,0,1
http://num.to/6042-2248-5542,num.to,0,0,0,0,0,1,0,3,2,0,1
http://www.midyatmimaritas.com/motifler7,midyatmimaritas.com,0,0,0,0,0,1,0,3,0,0,1
http://clienteverifica-account.it/cliente.aruba/assistenza/,clienteverifica-account.it,0,0,0,0,0,1,0,5,1,0,1
https://secure-apphalifaxupdate-verification-online.expeditor.cl/Login.php,secure-apphalifaxupdate-verification-online.expeditor.cl,0,0,0,1,0,0,0,3,3,0,1
http://talingchan.ac.th/web1/images/stories/aa/login.php,talingchan.ac.th,0,0,0,0,1,1,0,7,0,0,1
http://macjakarta.com/images/file/file/file/verify/verify55us.php.htm,macjakarta.com,0,0,0,0,1,1,0,8,0,0,1
http://www.instagram-verified-badge.epizy.com/verifybadge.php?username=IDIOT_ASSHOLE,instagram-verified-badge.epizy.com,0,0,0,1,0,1,0,3,2,0,1
https://sites.google.com/view/supayu/inicio,sites.google.com,0,0,0,0,0,0,0,5,0,0,1
https://www.airy-directory.com/air/login.php?,airy-directory.com,0,0,0,0,0,0,0,4,1,0,1
https://devicealert-uk.com/Login.php,devicealert-uk.com,0,0,0,0,0,0,0,3,1,0,1
https://wdestaques17.boa-semana-ame-total.com/NWPnrrwKylfXVsweEbt/1504/prokkxQeChHM/134511121/notebook-dell-inspiron-i15-5584-a20s-intel-core-i5-8gb-geforce-mx130-com-2gb-1tb-15-6-w10-prata,wdestaques17.boa-semana-ame-total.com,0,0,0,1,1,0,0,7,21,0,1
http://demo.samretpechfinance.com/wp-includes/SimplePie/Content/Alphean/,demo.samretpechfinance.com,0,0,0,0,1,1,0,7,1,0,1
https://docs.google.com/forms/d/e/1FAIpQLSdSGUz5acr7fg2H1Awh6fvhkpDBl2tVek4x8Umeg5r167kdMQ/viewform?usp=send_form,docs.google.com,0,0,0,0,1,0,0,7,0,0,1
http://wildcard.danskiptv.shop/nextVRF.html?location=98cccffe701e72bb8ae8d7e772bdb1da,wildcard.danskiptv.shop,0,0,0,1,0,1,0,3,0,0,1
http://gwisalltrack.com/gwisalltrack_web/document_creation_indexing_files_and_documents_that_you_create.htm,gwisalltrack.com,0,0,0,1,1,1,0,4,0,0,1
https://Halifax.manage-newdevices.com/,Halifax.manage-newdevices.com,0,0,0,0,0,0,0,3,1,0,1
https://customersupportatt.weebly.com/,customersupportatt.weebly.com,0,0,0,0,0,0,0,3,0,0,1
https://constructoravallereal.com/wp-includes/random_compat/wear4you/redirect.php,constructoravallereal.com,0,0,0,0,1,0,0,6,1,0,1
https://docs.google.com/forms/d/e/1FAIpQLSfsxzzSPfakIZfToHFSh_jzAPENGjfHdtR6UVuTyRd4Hl11sw/viewform?usp=send_form,docs.google.com,0,0,0,0,1,0,0,7,0,0,1
https://galbob.fr/myaccount-verify/appsignin/,galbob.fr,0,0,0,0,0,0,0,5,1,0,1
https://www.runescape.com-de.ru/,runescape.com-de.ru,0,0,0,0,0,0,0,3,1,0,1
https://romatermit.ro/covidapprove/,romatermit.ro,0,0,0,0,0,0,0,4,0,0,1
https://login-made-in-china-com-c39babp0gud5bpg9abid-securelogin.pantheonsite.io/made-in-china.com/login.made-in-china.com/sign-in/index.html,login-made-in-china-com-c39babp0gud5bpg9abid-securelogin.pantheonsite.io,0,0,1,1,1,0,0,6,11,0,1
https://revbox.com.br/wp-content/plugins/languages/oneddrive/login-option.php?cmd=login_submit&amp;id=49f907193d61662201437652f88fa0c949f907193d61662201437652f88fa0c9&amp;session=49f907193d61662201437652f88fa0c949f907193d61662201437652f88fa0c9,revbox.com.br,0,0,0,1,1,0,0,7,2,2,1
https://inspirationmedical.in/wp-admin/network/payment/outlook.com/common/?client_id=00000002-0000-0ff1-ce00-000000000000&amp;response_mode=form_post&amp;response_type=code%20id_token&amp;scope=openid&amp;msafed=0&amp;client-request-id=f6f90abe-f003-4840-8433-638d72efae5f&amp;protectedtoken=true&amp;domain_hint=&amp;nonce=637224124682299008.a200ff88-f2c2-4caf-a148-1ba4ad8a317d,inspirationmedical.in,0,0,0,1,1,0,0,8,15,8,1
http://infopublishersassociation.com/wp-includes/images/smilies/bofa/x1x/v2/2c32a92c9e79193/login.php?,infopublishersassociation.com,0,0,0,0,1,1,0,10,1,0,1
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/d77722bd1cf46a12214c17ad4b362a5c/,justlookapp.com,0,0,0,0,1,1,0,10,1,0,1
https://block-payee-halifax.com/,block-payee-halifax.com,0,0,0,0,0,0,0,3,2,0,1
https://h5brzd.webwave.dev/,h5brzd.webwave.dev,0,0,0,0,0,0,0,3,0,0,1
https://halifaxpayee151988.com/,halifaxpayee151988.com,0,0,0,0,0,0,0,3,0,0,1
http://sportugal.pt/ntx/2f0928c25ff3f884e8d2fa38835bd328,sportugal.pt,0,0,0,0,1,1,0,4,0,0,1
http://life-reboot.club/?email=abuse@cdpq.com,life-reboot.club,0,0,0,0,0,1,1,3,1,0,1
https://reurl.cc/bRkoqE,reurl.cc,0,0,0,0,0,0,0,3,0,0,1
http://zlobek.stargard.pl/rnac.php,zlobek.stargard.pl,0,0,0,0,0,1,0,3,0,0,1
https://firebasestorage.googleapis.com/v0/b/onlineupdatebase3456.appspot.com/o/sm123%2Findex.htm?alt=media&token=158cbd55-4c67-4ef6-b13f-d69aba854f3a#sdeco@prodigy.net,firebasestorage.googleapis.com,0,0,1,1,1,0,1,7,4,1,1
http://www.ktpn.kalisz.pl/read-invoice/index.php?rec=573106981591@mms.comcel.net,ktpn.kalisz.pl,0,0,1,1,0,1,1,4,1,0,1
http://www.pcsvet.si/class/0a96ada9/center-h104588/login/index.php,pcsvet.si,0,0,0,0,1,1,0,7,1,0,1
https://ctamedia.net/update/account/home/Signin,ctamedia.net,0,0,0,0,0,0,0,6,0,0,1
http://890814.com/wp-content/themes/oceanly/index.html?yCEwEQawzsXxrgdcTFVGvyGKUhbkhBgyVcRYHJGVYhbNijNBHGVftcDrx,890814.com,0,0,0,1,1,1,0,6,1,0,1
http://marmantieral0672435544.usluga.me/,marmantieral0672435544.usluga.me,0,0,0,0,0,1,0,3,0,0,1
https://reactivespace.com/httpsingnineboydewseBayISAPIdllSignInruhttps3a2f2fwwweboyde2f&amp;info@kober-elektrotechnik.de.html,reactivespace.com,0,0,0,1,1,0,1,3,1,1,1
http://faceboookcom.0fees.us/cc.html,faceboookcom.0fees.us,0,0,0,0,0,1,0,3,0,0,1
https://bfrbiibdiugblwqrqd.typeform.com/to/B9gKBmsd,bfrbiibdiugblwqrqd.typeform.com,0,0,0,0,0,0,0,4,0,0,1
https://littleelmapartments.com/admin/css/Tango/BOA/boa/1,littleelmapartments.com,0,0,0,0,0,0,0,8,0,0,1
http://w-runescape.com.ua/,w-runescape.com.ua,0,0,0,0,0,1,0,3,1,0,1
http://swarovskisklep.com.pl/glosowanie,swarovskisklep.com.pl,0,0,0,0,0,1,0,3,0,0,1
