phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6851809,http://zonseguexchance-bn1.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851809,2020-11-17T02:10:04+00:00,yes,2020-11-17T02:21:52+00:00,yes,Other
6851808,https://www.onlinesecure-signin.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851808,2020-11-17T02:10:00+00:00,yes,2020-11-17T02:21:52+00:00,yes,Other
6851807,https://uwnieuwaanvraag.xyz/x/,http://www.phishtank.com/phish_detail.php?phish_id=6851807,2020-11-17T02:09:56+00:00,yes,2020-11-17T02:21:52+00:00,yes,Other
6851806,https://xwceolizolrxtplu.glass-effect-294320.ew.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851806,2020-11-17T02:09:53+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851805,https://fcpqyligvbrmzlbuvsneoeyilbrdycbeuayp.offgl8876899977678.uk.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851805,2020-11-17T02:09:49+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851804,http://iyuxxdxrzcijimirrcxawzdkdubmrxkgynwr.woven-perigee-290416.uk.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851804,2020-11-17T02:09:45+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851803,http://cnpkmxrebmcirznbvjczewvqvpnyudnaggcr.offgl8876899977678.uk.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851803,2020-11-17T02:09:42+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851802,https://cezzsnqjagpcalbbjdjdqdmppmrjjwzjumhg.offgl8876899977678.uk.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851802,2020-11-17T02:09:38+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851801,http://facebookk.otzo.com/BotakGamingChannel/videos/658561044852742,http://www.phishtank.com/phish_detail.php?phish_id=6851801,2020-11-17T02:09:34+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851800,http://facebookk.otzo.com/BotakGamingChannel/videos/658561044852742/,http://www.phishtank.com/phish_detail.php?phish_id=6851800,2020-11-17T02:09:30+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851798,https://revisedsalaryschedule2.000webhostapp.com/adb/adb,http://www.phishtank.com/phish_detail.php?phish_id=6851798,2020-11-17T02:09:26+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851799,https://revisedsalaryschedule2.000webhostapp.com/adb/adb/,http://www.phishtank.com/phish_detail.php?phish_id=6851799,2020-11-17T02:09:26+00:00,yes,2020-11-17T02:21:08+00:00,yes,Other
6851797,http://sparshhospice.org/edocs/DoCuSignN/DoCuSignN/DoCuSigN/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6851797,2020-11-17T02:09:21+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851796,https://carterhealthcare-adobe-email.tk/?login=do,http://www.phishtank.com/phish_detail.php?phish_id=6851796,2020-11-17T02:09:17+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851795,http://www.secure-lloyd-payee.net/,http://www.phishtank.com/phish_detail.php?phish_id=6851795,2020-11-17T02:09:13+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851794,https://r2oh.com.br/online/yahoo/index4.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6851794,2020-11-17T02:09:09+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851793,https://r2oh.com.br/online/yahoo/index3.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6851793,2020-11-17T02:09:04+00:00,yes,2020-11-17T02:20:25+00:00,yes,Other
6851792,https://www.secure-lloyd-payee.net/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851792,2020-11-17T02:09:00+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851791,https://activabc-zonasegvuracovic1.xyz/BNlWeb/lnicio/logins.do,http://www.phishtank.com/phish_detail.php?phish_id=6851791,2020-11-17T02:08:57+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851790,https://activabc-zonasegvuracovic1.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6851790,2020-11-17T02:08:56+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851789,http://mail.royalhaircare.lk/wp-content/themes/twentynineteen/fonts/logirange.fr/orange_authen/customer-IDPP00C778/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851789,2020-11-17T02:08:53+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851788,http://mail.royalhaircare.lk/wp-content/themes/twentynineteen/fonts/logirange.fr,http://www.phishtank.com/phish_detail.php?phish_id=6851788,2020-11-17T02:08:51+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851787,https://halifaxfraud-alert.com/login/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851787,2020-11-17T02:08:47+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851786,http://halifaxfraud-alert.com/login,http://www.phishtank.com/phish_detail.php?phish_id=6851786,2020-11-17T02:08:46+00:00,yes,2020-11-17T02:19:41+00:00,yes,Other
6851785,http://content-fbook-68856759.roggiehouse.it/nextVRF.html?location=b1377321523c8c732b6e15d2d3e3f882,http://www.phishtank.com/phish_detail.php?phish_id=6851785,2020-11-17T02:08:42+00:00,yes,2020-11-17T02:18:58+00:00,yes,Other
6851784,http://content-fbook-70028110.roggiehouse.it/nextVRF.html?location=de32046de5e8aac6ed8416ba9b046ae2,http://www.phishtank.com/phish_detail.php?phish_id=6851784,2020-11-17T02:08:38+00:00,yes,2020-11-17T02:18:58+00:00,yes,Other
6851783,http://polrul-82743207.alsalhaj.com/nextVRF.html?location=ad606a0c4893a5d80c3ffcc3dbf0d3f7,http://www.phishtank.com/phish_detail.php?phish_id=6851783,2020-11-17T02:08:35+00:00,yes,2020-11-17T02:18:58+00:00,yes,Other
6851782,https://polrul-82743207.alsalhaj.com/nextVRF.html?location=68e5d7fb151462f377531f5d3b00387f,http://www.phishtank.com/phish_detail.php?phish_id=6851782,2020-11-17T02:08:31+00:00,yes,2020-11-17T02:18:58+00:00,yes,Other
6851781,https://rxgp.org/-/Log1n.m1crosfton1ine/m.htm,http://www.phishtank.com/phish_detail.php?phish_id=6851781,2020-11-17T02:08:27+00:00,yes,2020-11-17T02:18:58+00:00,yes,Other
6851780,https://dbbsg-internntbkng.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851780,2020-11-17T02:08:22+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851778,http://ebwudnyoogvkashg-dot-tetete-app.ue.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851778,2020-11-17T02:08:17+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851779,https://ebwudnyoogvkashg-dot-tetete-app.ue.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851779,2020-11-17T02:08:17+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851777,https://blumakids.com/Invoice2322/a5d23f756b0356f3d81d1946a2cbac24/?login=&amp;?auth=2&amp;home=1&amp;from=PortalLanding&amp;client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cDovL3d3dy5hc,http://www.phishtank.com/phish_detail.php?phish_id=6851777,2020-11-17T02:08:12+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851776,http://karaba-ko.net/wp-content/plugins/ubh/alibaba/ali/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851776,2020-11-17T02:08:03+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851775,https://www.lloyds.cancel-online.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6851775,2020-11-17T02:07:58+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851774,http://www.halifax.co.uk.app-review-7394.info/,http://www.phishtank.com/phish_detail.php?phish_id=6851774,2020-11-17T02:07:54+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851773,https://netflixpayerror.com/ec73a08511f0f15158c830720aee7588/,http://www.phishtank.com/phish_detail.php?phish_id=6851773,2020-11-17T02:07:51+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851772,https://netflixpayerror.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851772,2020-11-17T02:07:50+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851771,https://netflixpayerror.com/9fb4651c05b2ed70fba5afe0b039a550/,http://www.phishtank.com/phish_detail.php?phish_id=6851771,2020-11-17T02:07:47+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851770,http://netflixpayerror.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851770,2020-11-17T02:07:46+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851769,http://newmobile-removesecured.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851769,2020-11-17T02:07:41+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851768,https://newmobile-removesecured.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851768,2020-11-17T02:07:38+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851767,https://newmobile-removesecured.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851767,2020-11-17T02:07:37+00:00,yes,2020-11-17T02:18:13+00:00,yes,Other
6851766,http://securityonline-update.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851766,2020-11-17T02:07:34+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851765,http://securityonline-update.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851765,2020-11-17T02:07:33+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851763,https://www.lloyds.cancel-online.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851763,2020-11-17T02:07:26+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851762,https://www.halifax.co.uk.app-review-7394.info/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851762,2020-11-17T02:07:22+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851761,https://www.halifax.co.uk.app-review-8932.info/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851761,2020-11-17T02:07:17+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851760,https://www.newmobiledevice-alert.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851760,2020-11-17T02:07:13+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851759,https://www.alerts-register.cc/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851759,2020-11-17T02:07:09+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851757,http://releases404.com/step2.php,http://www.phishtank.com/phish_detail.php?phish_id=6851757,2020-11-17T02:07:01+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851755,https://encinogreatlakesmontessori.com/forum/nm/,http://www.phishtank.com/phish_detail.php?phish_id=6851755,2020-11-17T02:06:58+00:00,yes,2020-11-17T02:15:40+00:00,yes,Other
6851753,https://erikdjones.com/funwo/dirkt.raif/43c32cc865df94c9870164c8a917696a,http://www.phishtank.com/phish_detail.php?phish_id=6851753,2020-11-17T02:06:54+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851754,https://erikdjones.com/funwo/dirkt.raif/43c32cc865df94c9870164c8a917696a/,http://www.phishtank.com/phish_detail.php?phish_id=6851754,2020-11-17T02:06:54+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851751,http://deliciousrecipees.com/B.lawton@schenckprocess.com_1160371093___OneDrivePortal/updated_drive_shared_securely_online%20-%20Copy,http://www.phishtank.com/phish_detail.php?phish_id=6851751,2020-11-17T02:06:50+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851752,http://deliciousrecipees.com/B.lawton@schenckprocess.com_1160371093___OneDrivePortal/updated_drive_shared_securely_online%20-%20Copy/,http://www.phishtank.com/phish_detail.php?phish_id=6851752,2020-11-17T02:06:50+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851750,https://www2.ekinox.com/chase/verify.html,http://www.phishtank.com/phish_detail.php?phish_id=6851750,2020-11-17T02:06:45+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851749,https://www.remove-newmobile-secure.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851749,2020-11-17T02:06:41+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851748,https://erikdjones.com/funwo/dirkt.raif/c90538374e2c9bb7dad49667b39beb1b/,http://www.phishtank.com/phish_detail.php?phish_id=6851748,2020-11-17T02:06:38+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851747,https://erikdjones.com/funwo/dirkt.raif/c90538374e2c9bb7dad49667b39beb1b,http://www.phishtank.com/phish_detail.php?phish_id=6851747,2020-11-17T02:06:37+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851746,https://aguasandinas.online-corpweb.com/c/p/tc/21337/3ca52a26-3f88-40bf-80a6-e4b9b5ea9d0c-104ac7de-709d-4b52-8307-b8d9a1a022b7/,http://www.phishtank.com/phish_detail.php?phish_id=6851746,2020-11-17T02:06:33+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851745,https://www.mobilepayeeholdverify.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851745,2020-11-17T02:06:29+00:00,yes,2020-11-17T02:14:56+00:00,yes,Other
6851743,http://mail.royalhaircare.lk/wp-content/themes/twentynineteen/fonts/logirange.fr/orange_authen/customer-IDPP00C567/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6851743,2020-11-17T02:06:25+00:00,yes,2020-11-17T02:14:12+00:00,yes,Other
6851742,https://groupwa18bokep.zyns.com/,http://www.phishtank.com/phish_detail.php?phish_id=6851742,2020-11-17T02:06:21+00:00,yes,2020-11-17T02:14:12+00:00,yes,Other
6851741,https://support-smbc.co/pc/index.php?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signinwww.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=6851741,2020-11-17T02:06:17+00:00,yes,2020-11-17T02:14:12+00:00,yes,Other
6851740,http://support-smbc.co/pc/index.php?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signinwww.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=6851740,2020-11-17T02:06:16+00:00,yes,2020-11-17T02:14:12+00:00,yes,Other
6851739,http://www.bio-greene.com/css/amazon/de2e7,http://www.phishtank.com/phish_detail.php?phish_id=6851739,2020-11-17T02:06:12+00:00,yes,2020-11-17T02:14:12+00:00,yes,Other
